Iteration,Loss,Train_acc,Test_acc
1,inf,0.5,0.37259430331023863
501,inf,0.5875741492350921,0.6535796766743649
1001,inf,0.6760849203871371,0.5765973826020016
1501,inf,0.6545426162972213,0.6774441878367975
2001,inf,0.7769278801123947,0.6828329484218629
2501,inf,0.7688104901654699,0.7351809083910701
3001,inf,0.7046518888541992,0.6889915319476521
3501,inf,0.7533562285357477,0.7036181678214011
4001,55.0039791844267,0.8423353106462691,0.7567359507313318
4501,86.0705452248292,0.6589135185763347,0.4896073903002309
5001,inf,0.5963159537933188,0.6474210931485759
5501,37.30961465343029,0.8526381517327506,0.7559661277906081
6001,32.15867585950383,0.8595067124570714,0.7167051578137028
6501,42.17805079296403,0.7528879175772714,0.5765973826020016
7001,30.1640607329615,0.8221979394317827,0.6528098537336413
7501,27.559519107604086,0.8499843896347175,0.7451886066204773
8001,22.575842629308717,0.879019669060256,0.7236335642802155
8501,31.345344396497687,0.738994692475804,0.7020785219399538
9001,17.782597897672684,0.9122697471120824,0.7798306389530408
9501,17.884231914545026,0.8841710896034968,0.76058506543495
10001,32.487157547070424,0.6784264751795192,0.49653579676674364
10501,22.848455485326678,0.7500780518264127,0.6866820631254812
11001,13.112913138644306,0.9178894786137995,0.7798306389530408
11501,12.20007574061083,0.9260068685607243,0.7806004618937644
12001,11.313715075563504,0.931158289103965,0.7829099307159353
12501,10.926891003080785,0.9188261005307524,0.766743648960739
13001,10.593471186770797,0.9172650640024976,0.7729022324865281
13501,11.896405598895278,0.8645020293474868,0.6712856043110085
14001,9.784527708655926,0.9096159850140493,0.7236335642802155
14501,8.462242097494933,0.9394317827037153,0.7775211701308699
15001,14.70635192493396,0.7461754605057759,0.6843725943033102
15501,12.17796062378025,0.7900405869497347,0.6966897613548884
16001,7.106273369670462,0.9500468310958476,0.7867590454195535
16501,6.98653615895251,0.937714642522635,0.7652040030792918
17001,7.255495015415752,0.9164845457383702,0.76058506543495
17501,6.248985971517464,0.9466125507336872,0.7782909930715936
18001,5.9702652860175,0.9512956603184515,0.7767513471901463
18501,5.665608691198811,0.9569153918201686,0.7790608160123171
19001,5.390858659594194,0.9522322822354043,0.7790608160123171
19501,7.7017734792442525,0.8407742741180143,0.7220939183987682
20001,4.948437952613399,0.9605057758351545,0.7952270977675134
20501,4.875801161059652,0.960349672182329,0.7967667436489607
21001,5.7904827073814165,0.9010302841086482,0.7082371054657429
21501,4.393579076486694,0.9661255073368716,0.792147806004619
22001,4.209152788877125,0.9697158913518577,0.7975365665896844
22501,5.1912825571475745,0.9005619731501717,0.7405696689761355
23001,4.581540065532479,0.9306899781454886,0.7590454195535027
23501,3.793656203184589,0.9679987511707774,0.806774441878368
24001,3.679481737201494,0.9679987511707774,0.8075442648190916
24501,3.5493404328439446,0.9667499219481736,0.8029253271747498
25001,4.801751234617116,0.8819856384639401,0.6735950731331793
25501,3.289477246562045,0.9697158913518577,0.7936874518860662
26001,3.227883641985345,0.9729940680611926,0.7990762124711316
26501,3.2436779498159067,0.9628473306275367,0.7829099307159353
27001,3.002320069441093,0.9753356228535748,0.8044649730561971
27501,2.8680756281482482,0.9778332812987824,0.806774441878368
28001,2.786675016686427,0.977364970340306,0.8036951501154734
28501,2.703538643400857,0.977677177645957,0.8075442648190916
29001,2.583578009497667,0.9797065251326881,0.7990762124711316
29501,2.613989075195981,0.9712769278801124,0.8036951501154734
30001,2.5983136516098706,0.9609740867936309,0.7782909930715936
30501,2.5072408513733744,0.9628473306275367,0.783679753656659
