Iteration,Loss,Train_acc,Test_acc
1,inf,0.5787756370416408,0.6220169361046959
501,2.118610467339683,0.6771286513362337,0.674364896073903
1001,1.3370415421111572,0.6157551274083282,0.6481909160892995
1501,0.7863258184158484,0.6813238036047234,0.6497305619707467
2001,0.9081380830063648,0.6342448725916718,0.5958429561200924
2501,0.6856574823877607,0.646674953387197,0.6558891454965358
3001,0.6898874477200894,0.656152889993785,0.7036181678214011
3501,0.6327275281989757,0.7001243008079553,0.6712856043110085
4001,0.6792322852865027,0.7123990055935363,0.7028483448806775
4501,0.6198118144937681,0.7026103169670603,0.6951501154734411
5001,0.6111175742579626,0.6977936606587943,0.6913010007698229
5501,0.5787936599659367,0.7291796146674954,0.7151655119322555
6001,0.6037611528220134,0.6935985083903046,0.648960739030023
6501,0.5702988917135529,0.7156619018023617,0.6982294072363356
7001,0.5736269108116854,0.7001243008079553,0.7066974595842956
7501,0.5654457651101732,0.7133312616532007,0.7090069284064665
8001,0.6389675949787053,0.6746426351771286,0.6712856043110085
8501,0.5661213180801272,0.7215661901802362,0.7413394919168591
9001,0.5577833668191788,0.728247358607831,0.7213240954580447
9501,0.5510222166307377,0.7291796146674954,0.7197844495765974
10001,0.5722807377891375,0.7201678060907396,0.7274826789838337
10501,0.5577575675603846,0.7266935985083903,0.7251732101616628
11001,0.5691858293273981,0.7245183343691733,0.7259430331023865
11501,0.5554830881153664,0.7221876942200124,0.7336412625096228
12001,0.5500855019400657,0.7262274704785581,0.7205542725173211
12501,0.5511625200178514,0.7256059664387818,0.7159353348729792
13001,0.5708091648181172,0.7200124300807955,0.7066974595842956
13501,0.5508605519996963,0.7293349906774395,0.7305619707467282
14001,0.5404856052770843,0.7353946550652579,0.7328714395688991
14501,0.5561387887311848,0.7288688626476072,0.7051578137028484
15001,0.5412244997873459,0.7357054070851461,0.7267128560431101
15501,0.5390213330850346,0.7391236793039154,0.737490377213241
16001,0.6004589959456805,0.6915786202610317,0.7120862201693611
16501,0.53692009205616,0.7375699192044748,0.7136258660508084
17001,0.5467716010153478,0.7279366065879428,0.7113163972286374
17501,0.5531583786345236,0.7217215661901802,0.7244033872209392
18001,0.5648126128999658,0.7158172778123058,0.7236335642802155
18501,0.5474488072113212,0.7207893101305158,0.7359507313317937
19001,0.561248959443605,0.7085146053449347,0.7274826789838337
19501,0.5498826143684081,0.7277812305779987,0.6943802925327175
20001,0.5478124096569712,0.7277812305779987,0.7136258660508084
20501,0.5496995120368163,0.728247358607831,0.7151655119322555
21001,0.53847783642834,0.7349285270354258,0.7367205542725174
21501,0.5419560185310592,0.7357054070851461,0.7151655119322555
22001,0.5441698405654085,0.730733374766936,0.7220939183987682
22501,0.5571639416556571,0.7147296457426974,0.7190146266358738
23001,0.5418322658797599,0.7304226227470478,0.7251732101616628
23501,0.5439830905921311,0.7366376631448105,0.7182448036951501
24001,0.5398923281847663,0.7369484151646986,0.7220939183987682
24501,0.5366890179456126,0.740366687383468,0.7367205542725174
25001,0.5462175028358891,0.7301118707271598,0.7413394919168591
25501,0.5448123702669425,0.7246737103791174,0.7274826789838337
26001,0.5385051685932569,0.7402113113735239,0.7351809083910701
26501,0.5373322178382461,0.7324425108763207,0.7305619707467282
27001,0.5503228777315814,0.7304226227470478,0.7143956889915319
27501,0.5514449477883238,0.728402734617775,0.7236335642802155
